TrainingID,EmployeeID,TrainingCourse,TrainingProvider,TrainingDate,Result
TRN005487,EMP002218,Quality Management,Udemy,2024-05-07,Completed
TRN005488,EMP002218,Lean Manufacturing,Deloitte,2023-05-11,Completed
TRN005489,EMP002218,Data Analytics,KPMG,2019-05-27,In Progress
TRN005490,EMP002218,Quality Management,KPMG,2021-11-18,Failed
TRN005491,EMP002218,Leadership Development,Deloitte,2020-09-02,Completed
TRN005492,EMP002219,Lean Manufacturing,Geoflex Academy,2023-05-26,Completed
TRN005493,EMP002219,Leadership Development,KPMG,2025-06-14,Completed
TRN005494,EMP002219,Health and Safety,KPMG,2020-11-11,Completed
TRN005495,EMP002221,Compliance Training,,2024-12-01,Completed
TRN005496,EMP002221,Data Analytics,KPMG,2021-01-16,In Progress
TRN005497,EMP002221,Lean Manufacturing,Microsoft,2022-04-04,Completed
TRN005498,EMP002221,Cybersecurity Awareness,Microsoft,2023-11-10,Failed
TRN005499,EMP002223,Risk Management,KPMG,2024-06-25,Completed
TRN005500,EMP002223,Cybersecurity Awareness,Deloitte,2020-12-27,Completed
TRN005501,EMP002223,Project Management,Geoflex Academy,2023-12-16,Completed
TRN005502,EMP002223,Risk Management,KPMG,2024-07-22,Failed
TRN005503,EMP002224,Risk Management,Microsoft,2025-04-09,Completed
TRN005504,EMP002224,Health and Safety,Deloitte,2024-08-16,Completed
TRN005505,EMP002224,Quality Management,Coursera,2025-01-13,In Progress
TRN005506,EMP002225,Leadership Development,Deloitte,2023-04-19,In Progress
TRN005507,EMP002225,Risk Management,Microsoft,2020-02-14,Completed
TRN005508,EMP002225,Risk Management,Deloitte,2025-05-02,In Progress
TRN005509,EMP002225,Customer Service,Udemy,2022-09-26,Completed
TRN005510,EMP002227,Cybersecurity Awareness,Geoflex Academy,2019-06-19,Completed
TRN005511,EMP002227,Data Analytics,Udemy,2022-01-27,Completed
TRN005512,EMP002227,Data Analytics,Geoflex Academy,2023-04-25,Failed
TRN005513,EMP002229,Risk Management,Coursera,2021-12-17,Completed
TRN005514,EMP002229,Risk Management,Deloitte,2022-01-26,In Progress
TRN005515,EMP002230,Health and Safety,Coursera,2020-07-09,In Progress
TRN005516,EMP002230,LEAN manufacturing,Microsoft,2020-08-21,Completed
TRN005517,EMP002230,Project Management,Udemy,2022-07-20,Completed
TRN005518,EMP002230,Lean Manufacturing,KPMG,2022-09-13,Completed
TRN005519,EMP002231,Data Analytics,Udemy,2020-04-20,Completed
TRN005520,EMP002232,Quality Management,Udemy,2020-06-17,Failed
TRN005521,EMP002232,Compliance Training,Coursera,2019-02-11,In Progress
TRN005522,EMP002232,Cybersecurity Awareness,Coursera,2021-05-12,Completed
TRN005523,EMP002233,Lean Manufacturing,Geoflex Academy,2024-09-18,Completed
TRN005524,EMP002233,Customer Service,Deloitte,2021-08-17,Completed
TRN005525,EMP002234,Leadership Development,Coursera,2020-11-26,Failed
TRN005526,EMP002234,Data Analytics,Geoflex Academy,2024-10-03,Completed
TRN005527,EMP002234,Leadership Development,Deloitte,2023-09-03,Completed
TRN005528,EMP002234,Customer Service,KPMG,2025-12-17,Completed
TRN005529,EMP002235,Compliance Training,Udemy,2025-11-07,Completed
TRN005530,EMP002235,Data Analytics,Udemy,2025-08-26,Failed
TRN005531,EMP002235,Data Analytics,Deloitte,2023-02-25,Completed
TRN005532,EMP002235,Compliance Training,Deloitte,2022-05-21,In Progress
TRN005533,EMP002235,Leadership Development,Geoflex Academy,2019-07-01,Completed
TRN005534,EMP002236,Compliance Training,KPMG,2025-03-18,In Progress
TRN005535,EMP002237,Data Analytics,Udemy,2022-08-03,Completed
TRN005536,EMP002237,Lean Manufacturing,Udemy,2022-08-11,Completed
TRN005537,EMP002238,Risk Management,Microsoft,2019-10-18,Failed
TRN005538,EMP002239,Health and Safety,Udemy,2025-02-24,Completed
TRN005539,EMP002239,Leadership Development,Deloitte,2020-07-01,Completed
TRN005540,EMP002239,Data Analytics,Microsoft,2025-02-16,Completed
TRN005541,EMP002240,Compliance Training,Deloitte,2021-04-01,Completed
TRN005542,EMP002240,Risk Management,Deloitte,2025-03-21,Completed
TRN005543,EMP002240,Data Analytics,Udemy,2019-03-20,Failed
TRN005544,EMP002241,Lean Manufacturing,Geoflex Academy,2020-07-15,Completed
TRN005545,EMP002242,Quality Management,Udemy,2020-11-27,Completed
TRN005546,EMP002243,Risk Management,Deloitte,2020-06-27,Completed
TRN005547,EMP002243,Risk Management,KPMG,2023-09-15,Completed
TRN005548,EMP002244,Health and Safety,KPMG,2020-03-25,Completed
TRN005549,EMP002244,Customer care,Deloitte,2019-04-05,Completed
TRN005550,EMP002244,Lean Manufacturing,Udemy,2020-09-13,Completed
TRN005551,EMP002244,Leadership Development,Microsoft,2020-10-14,In Progress
TRN005552,EMP002245,Compliance Training,Deloitte,2022-10-11,Completed
TRN005553,EMP002245,Data analytics,Deloitte,2025-09-27,Completed
TRN005554,EMP002246,Cybersecurity Awareness,KPMG,2022-08-02,Completed
TRN005555,EMP002246,Project Management,Deloitte,2019-08-24,Failed
TRN005556,EMP002247,Quality Management,Geoflex Academy,2021-03-26,Failed
TRN005557,EMP002247,Cybersecurity Awareness,Geoflex Academy,2022-05-08,In Progress
TRN005558,EMP002247,Lean Manufacturing,Deloitte,2019-11-13,Failed
TRN005559,EMP002247,Customer Service,Coursera,2021-10-21,Completed
TRN005560,EMP002247,Project Management,Microsoft,2022-08-01,In Progress
TRN005561,EMP002248,Lean Manufacturing,Deloitte,2022-12-27,Completed
TRN005562,EMP002249,Project Management,Udemy,2019-12-10,Completed
TRN005563,EMP002249,Health and Safety,KPMG,2022-12-21,Completed
TRN005564,EMP002249,Customer Service,KPMG,2020-07-10,Completed
TRN005565,EMP002249,Risk Management,Microsoft,2019-06-25,Completed
TRN005566,EMP002250,Project Management,Udemy,2019-08-07,In Progress
TRN005567,EMP002250,Lean Manufacturing,Microsoft,2022-09-14,Completed
TRN005568,EMP002250,Quality Management,Udemy,2021-03-18,Completed
TRN005569,EMP002251,Project Management,Geoflex Academy,2025-01-03,Failed
TRN005570,EMP002252,Leadership Development,Coursera,2019-04-26,Completed
TRN005571,EMP002252,Customer Service,,2024-11-14,In Progress
TRN005572,EMP002252,Health and Safety,Udemy,2020-06-20,Failed
TRN005573,EMP002253,Lean Manufacturing,Deloitte,2019-09-02,Completed
TRN005574,EMP002253,Quality Management,Microsoft,2023-10-19,In Progress
TRN005575,EMP002253,Quality Management,Geoflex Academy,2020-05-01,In Progress
TRN005576,EMP002254,Customer Service,Coursera,2021-06-28,Completed
TRN005577,EMP002254,Leadership Development,Geoflex Academy,2020-05-22,In Progress
TRN005578,EMP002254,Risk Management,Microsoft,2020-11-25,Completed
TRN005579,EMP002254,Data Analytics,Microsoft,2024-09-14,Completed
TRN005580,EMP002256,Compliance Training,Geoflex Academy,2023-01-21,In Progress
TRN005581,EMP002256,Lean Manufacturing,Geoflex Academy,2021-10-20,Failed
TRN005582,EMP002257,Risk Management,Geoflex Academy,2025-04-18,Completed
TRN005583,EMP002257,Lean Manufacturing,Geoflex Academy,2021-09-18,Failed
TRN005584,EMP002257,Quality Management,Deloitte,2023-08-19,In Progress
TRN005585,EMP002258,Cybersecurity Awareness,Deloitte,2019-10-01,Failed
TRN005586,EMP002258,Health and Safety,Udemy,2022-09-09,Completed
TRN005587,EMP002258,Leadership Development,Coursera,2024-07-21,Completed
TRN005588,EMP002258,PM,Geoflex Academy,2025-02-13,In Progress
TRN005589,EMP002259,Quality Management,Deloitte,2025-01-07,Completed
TRN005590,EMP002259,Risk Management,KPMG,2022-11-15,Completed
TRN005591,EMP002259,Data Analytics,Udemy,2023-11-13,Completed
TRN005592,EMP002260,Leadership Development,Microsoft,2020-08-03,Completed
TRN005593,EMP002260,Cybersecurity Awareness,Coursera,2025-06-23,Completed
TRN005594,EMP002260,Quality Management,Microsoft,2023-03-16,Completed
TRN005595,EMP002262,Project Management,Deloitte,2025-04-04,Completed
TRN005596,EMP002263,Lean Manufacturing,Udemy,2022-07-15,Completed
TRN005597,EMP002263,Cybersecurity Awareness,KPMG,2021-05-15,Completed
TRN005598,EMP002263,Data Analytics,Udemy,2020-06-12,Failed
TRN005599,EMP002263,Leadership Development,Geoflex Academy,2024-11-20,Completed
TRN005600,EMP002264,Compliance Training,Coursera,2019-05-28,Completed
TRN005601,EMP002264,Customer Service,Udemy,2020-02-07,Failed
TRN005602,EMP002265,Quality Management,Udemy,2025-09-11,Completed
TRN005603,EMP002265,Risk Management,KPMG,2020-12-07,Completed
TRN005604,EMP002265,Cybersecurity Awareness,Geoflex Academy,2022-09-22,Completed
TRN005605,EMP002265,Data Analytics,KPMG,2025-02-24,Completed
TRN005606,EMP002265,Compliance Training,Coursera,2019-11-18,Completed
TRN005607,EMP002267,Risk Management,Microsoft,2024-07-11,Completed
TRN005608,EMP002268,Leadership Development,Udemy,2023-11-13,Completed
TRN005609,EMP002269,Health and Safety,KPMG,2019-05-17,In Progress
TRN005610,EMP002269,Data Analytics,Coursera,2019-02-26,Completed
TRN005611,EMP002269,Lean Manufacturing,KPMG,2020-09-18,Completed
TRN005612,EMP002269,Customer Service,Udemy,2021-03-01,Failed
TRN005613,EMP002270,Cybersecurity Awareness,Deloitte,2019-10-17,In Progress
TRN005614,EMP002270,Cybersecurity Awareness,KPMG,2022-12-05,Completed
TRN005615,EMP002270,Customer Service,Geoflex Academy,2024-09-08,Completed
TRN005616,EMP002270,Health and Safety,Microsoft,2025-09-26,In Progress
TRN005617,EMP002271,Quality Management,Coursera,2020-05-02,Completed
TRN005618,EMP002271,Health and Safety,Geoflex Academy,2025-10-10,Completed
TRN005619,EMP002272,Data Analytics,Geoflex Academy,2023-12-13,Completed
TRN005620,EMP002272,Lean Manufacturing,Deloitte,2024-05-18,Completed
TRN005621,EMP002272,Health and Safety,Deloitte,2021-01-22,Completed
TRN005622,EMP002272,Quality Management,Coursera,2024-06-07,Completed
TRN005623,EMP002273,Lean Manufacturing,Geoflex Academy,2019-06-02,Failed
TRN005624,EMP002274,Customer Service,Deloitte,2021-06-22,In Progress
TRN005625,EMP002274,Leadership Development,Microsoft,2020-04-06,In Progress
TRN005626,EMP002275,Leadership Development,Geoflex Academy,2020-02-13,Completed
TRN005627,EMP002275,Quality Management,Udemy,2021-02-10,Completed
TRN005628,EMP002275,Cybersecurity Awareness,Udemy,2020-10-03,Failed
TRN005629,EMP002275,Customer Service,Deloitte,2025-01-28,In Progress
TRN005630,EMP002276,Health and Safety,Microsoft,2022-04-06,Completed
TRN005631,EMP002276,Health and Safety,Deloitte,2021-12-06,Completed
TRN005632,EMP002276,Cybersecurity Awareness,Microsoft,2020-12-18,Failed
TRN005633,EMP002276,Lean Manufacturing,Coursera,2020-04-12,Completed
TRN005634,EMP002277,Project Management,Deloitte,2022-01-16,Completed
TRN005635,EMP002278,Lean Manufacturing,KPMG,2019-10-19,Completed
TRN005636,EMP002278,Lean Manufacturing,Geoflex Academy,2019-11-27,In Progress
TRN005637,EMP002278,Health and Safety,Geoflex Academy,2023-11-09,Completed
TRN005638,EMP002279,Compliance Training,KPMG,2025-04-28,Completed
TRN005639,EMP002279,Compliance Training,Coursera,2022-10-22,Failed
TRN005640,EMP002279,Data Analytics,Deloitte,2025-04-08,Completed
TRN005641,EMP002279,Project Management,Coursera,2020-09-22,Failed
TRN005642,EMP002279,Compliance Training,Microsoft,2020-07-28,In Progress
TRN005643,EMP002280,Compliance Training,Deloitte,2020-04-23,Failed
TRN005644,EMP002280,Project Management,Microsoft,2022-04-08,Failed
TRN005645,EMP002280,Cybersecurity Awareness,Coursera,2021-06-09,Completed
TRN005646,EMP002280,Compliance Training,Coursera,2023-02-14,Completed
TRN005647,EMP002281,Quality Management,Microsoft,2024-08-21,Failed
TRN005648,EMP002281,Quality Management,Deloitte,2020-08-12,Completed
TRN005649,EMP002282,Data Analytics,KPMG,2024-12-15,Completed
TRN005650,EMP002282,Data Analytics,Deloitte,2022-06-01,Completed
TRN005651,EMP002282,Customer Service,Deloitte,2023-12-06,Completed
TRN005652,EMP002282,Data Analytics,Geoflex Academy,2023-11-22,Completed
TRN005653,EMP002282,Leadership Development,Geoflex Academy,2020-02-27,Completed
TRN005654,EMP002284,Compliance Training,Microsoft,2025-03-19,Completed
TRN005655,EMP002284,Cybersecurity Awareness,Geoflex Academy,2023-04-23,In Progress
TRN005656,EMP002286,Project Management,KPMG,2025-11-28,Completed
TRN005657,EMP002286,Cybersecurity Awareness,Udemy,2021-07-21,Failed
TRN005658,EMP002286,Data Analytics,Deloitte,2020-02-23,In Progress
TRN005659,EMP002286,Compliance Training,Coursera,2022-08-22,Failed
TRN005660,EMP002286,Project Management,Deloitte,2024-02-28,In Progress
TRN005661,EMP002287,Health and Safety,Microsoft,2022-06-23,Failed
TRN005662,EMP002287,Health and Safety,Microsoft,2025-09-20,Completed
TRN005663,EMP002287,Risk Management,Deloitte,2025-05-26,In Progress
TRN005664,EMP002287,Customer Service,KPMG,2023-10-21,Failed
TRN005665,EMP002288,Project Management,,2025-10-11,Failed
TRN005666,EMP002288,Lean Manufacturing,Coursera,2023-12-16,In Progress
TRN005667,EMP002288,Compliance Training,Coursera,2019-06-17,Completed
TRN005668,EMP002289,Leadership Development,Geoflex Academy,2020-05-23,Failed
TRN005669,EMP002289,Quality Management,Udemy,2023-03-06,Failed
TRN005670,EMP002290,Quality Management,Deloitte,2025-03-20,In Progress
TRN005671,EMP002290,Lean Manufacturing,Deloitte,2025-04-08,Failed
TRN005672,EMP002290,Data Analytics,KPMG,2025-02-06,Completed
TRN005673,EMP002290,PM,Geoflex Academy,2025-02-04,Failed
TRN005674,EMP002291,Risk Management,Geoflex Academy,2024-06-15,Completed
TRN005675,EMP002291,Quality Management,Udemy,2024-05-14,Completed
TRN005676,EMP002291,Leadership Development,Udemy,2022-01-25,In Progress
TRN005677,EMP002291,Project Management,Deloitte,2019-02-11,Completed
TRN005678,EMP002293,Quality Management,KPMG,2023-08-26,Completed
TRN005679,EMP002293,Project Management,Udemy,2020-02-09,Completed
TRN005680,EMP002293,Leadership Development,Microsoft,2023-04-28,Completed
TRN005681,EMP002294,Health and Safety,Deloitte,2019-04-16,In Progress
TRN005682,EMP002294,Project Management,Geoflex Academy,2025-10-26,In Progress
TRN005683,EMP002294,Customer Service,Deloitte,2025-02-13,Failed
TRN005684,EMP002295,Quality Management,Coursera,2024-05-22,Completed
TRN005685,EMP002295,Compliance Training,Coursera,2019-06-21,Completed
TRN005686,EMP002295,Risk Management,KPMG,2025-06-13,Failed
TRN005687,EMP002295,Cybersecurity Awareness,Udemy,2023-12-01,In Progress
TRN005688,EMP002296,Customer Service,Deloitte,2024-01-03,Completed
TRN005689,EMP002296,Health and Safety,Geoflex Academy,2025-08-12,Failed
TRN005690,EMP002296,Quality Management,Geoflex Academy,2024-09-04,Completed
TRN005691,EMP002296,Project Management,Deloitte,2025-07-21,Completed
TRN005692,EMP002296,Cybersecurity Awareness,Deloitte,2020-06-02,Completed
TRN005693,EMP002297,Leadership Development,Geoflex Academy,2021-02-25,Completed
TRN005694,EMP002297,Leadership Development,Udemy,2020-08-26,Completed
TRN005695,EMP002297,Lean Manufacturing,Udemy,2025-08-09,Failed
TRN005696,EMP002297,Project Management,Geoflex Academy,2024-04-14,Completed
TRN005697,EMP002297,Leadership Development,Microsoft,2019-06-16,Completed
TRN005698,EMP002298,Project Management,Coursera,2024-10-22,Completed
TRN005699,EMP002298,Lean Manufacturing,Geoflex Academy,2024-01-18,Completed
TRN005700,EMP002298,Customer Service,Microsoft,2019-10-02,Completed
TRN005701,EMP002299,Customer Service,Microsoft,2023-11-23,Failed
TRN005702,EMP002299,Health and Safety,Microsoft,2025-02-15,Completed
TRN005703,EMP002299,Risk Management,Coursera,2025-05-07,In Progress
TRN005704,EMP002300,Customer Service,Udemy,2024-01-05,In Progress
TRN005705,EMP002301,Cybersecurity Awareness,Coursera,2025-07-04,Failed
TRN005706,EMP002302,Data Analytics,Microsoft,2022-04-26,In Progress
TRN005707,EMP002302,Leadership Development,Coursera,2022-03-01,In Progress
TRN005708,EMP002303,Compliance Training,Coursera,2025-10-18,In Progress
TRN005709,EMP002303,Risk Management,Microsoft,2025-06-12,In Progress
TRN005710,EMP002303,Data Analytics,Coursera,2021-03-10,Completed
TRN005711,EMP002304,Risk Management,KPMG,2021-03-26,In Progress
TRN005712,EMP002304,Cybersecurity Awareness,Geoflex Academy,2025-02-01,Failed
TRN005713,EMP002304,Project Management,KPMG,2024-07-26,Failed
TRN005714,EMP002304,Lean Manufacturing,Coursera,2022-08-08,In Progress
TRN005715,EMP002306,Health and Safety,Deloitte,2019-06-02,Failed
TRN005716,EMP002306,Leadership Development,Coursera,2025-04-25,Completed
TRN005717,EMP002307,Compliance Training,Deloitte,2023-03-23,Completed
TRN005718,EMP002307,Cybersecurity Awareness,Udemy,2023-12-12,Failed
TRN005719,EMP002307,Health and Safety,Deloitte,2020-12-22,Completed
TRN005720,EMP002307,Lean Manufacturing,Microsoft,2023-09-28,Failed
TRN005721,EMP002308,Quality Management,Udemy,2019-05-22,Completed
TRN005722,EMP002308,Risk Management,Coursera,2019-02-01,Completed
TRN005723,EMP002308,Health and Safety,Coursera,2019-08-07,Completed
TRN005724,EMP002308,Risk Management,Microsoft,2020-01-14,Failed
TRN005725,EMP002309,Quality Management,Microsoft,2023-05-21,In Progress
TRN005726,EMP002309,Data analytics,KPMG,2023-09-09,Completed
TRN005727,EMP002310,Leadership Development,Deloitte,2020-04-06,In Progress
TRN005728,EMP002310,Compliance Training,Microsoft,2025-09-17,Completed
TRN005729,EMP002311,Data Analytics,,2024-11-20,Completed
TRN005730,EMP002311,Data Analytics,KPMG,2023-05-26,In Progress
TRN005731,EMP002311,Lean Manufacturing,Udemy,2019-01-26,Completed
TRN005732,EMP002311,Project Management,Deloitte,2020-03-21,Failed
TRN005733,EMP002312,Health and Safety,Udemy,2019-05-06,Failed
TRN005734,EMP002312,Risk Management,Geoflex Academy,2025-02-26,Failed
TRN005735,EMP002312,Risk Management,Coursera,2022-04-05,In Progress
TRN005736,EMP002312,Project Management,Coursera,2024-08-18,Completed
TRN005737,EMP002313,Cybersecurity Awareness,Udemy,2019-03-16,Completed
TRN005738,EMP002315,Leadership Development,Microsoft,2024-02-18,Completed
TRN005739,EMP002316,Cybersecurity Awareness,KPMG,2024-10-13,Completed
TRN005740,EMP002316,Health and Safety,Microsoft,2024-04-15,Completed
TRN005741,EMP002316,Risk Management,Coursera,2019-09-14,Completed
TRN005742,EMP002316,Compliance Training,Coursera,2025-11-14,Completed
TRN005743,EMP002317,Leadership Development,KPMG,2025-07-06,In Progress
TRN005744,EMP002317,Compliance Training,KPMG,2024-10-10,Completed
TRN005745,EMP002318,Data Analytics,KPMG,2020-12-04,Failed
TRN005746,EMP002318,Customer Service,Geoflex Academy,2025-04-14,Failed
TRN005747,EMP002319,Data Analytics,Microsoft,2021-05-10,Failed
TRN005748,EMP002319,Leadership Development,Microsoft,2024-01-28,In Progress
TRN005749,EMP002319,Quality Management,Geoflex Academy,2019-06-18,Completed
TRN005750,EMP002321,Leadership Development,KPMG,2019-04-15,Failed
TRN005751,EMP002321,Data Analytics,Udemy,2021-05-16,In Progress
TRN005752,EMP002321,Cybersecurity Awareness,Deloitte,2023-10-18,Completed
TRN005753,EMP002322,Project Management,Geoflex Academy,2021-09-21,Completed
TRN005754,EMP002324,Quality Management,Udemy,2022-11-17,Completed
TRN005755,EMP002324,Quality Management,Coursera,2020-07-26,Completed
TRN005756,EMP002324,Customer Service,Geoflex Academy,2022-04-06,Completed
TRN005757,EMP002324,Leadership Development,Geoflex Academy,2022-09-17,Completed
TRN005758,EMP002325,Project Management,Coursera,2025-09-18,Completed
TRN005759,EMP002325,Project Management,Microsoft,2022-12-03,In Progress
TRN005760,EMP002325,Leadership Development,Geoflex Academy,2023-08-21,In Progress
TRN005761,EMP002327,Cyber Security,KPMG,2022-11-22,Failed
TRN005762,EMP002328,Cybersecurity Awareness,Deloitte,2024-01-02,Completed
TRN005763,EMP002328,Compliance Training,Microsoft,2020-06-20,Completed
TRN005764,EMP002328,Data Analytics,Microsoft,2020-12-27,Completed
TRN005765,EMP002328,Lean Manufacturing,KPMG,2019-07-28,Failed
TRN005766,EMP002329,Data Analytics,Microsoft,2023-05-08,Completed
TRN005767,EMP002329,Quality Management,Microsoft,2022-06-05,In Progress
TRN005768,EMP002330,Quality Management,Udemy,2024-09-13,Completed
TRN005769,EMP002331,Compliance Training,Geoflex Academy,2023-05-27,Completed
TRN005770,EMP002332,Project Management,Geoflex Academy,2022-06-04,Completed
TRN005771,EMP002332,Leadership Development,Microsoft,2022-01-10,Completed
TRN005772,EMP002333,Data Analytics,KPMG,2024-09-06,In Progress
TRN005773,EMP002333,Project Management,Coursera,2025-05-16,Failed
TRN005774,EMP002335,Customer Service,KPMG,2019-04-17,Failed
TRN005775,EMP002335,Leadership Development,Deloitte,2023-06-24,In Progress
TRN005776,EMP002335,Risk Management,KPMG,2021-09-06,Completed
TRN005777,EMP002337,Project Management,Microsoft,2021-12-20,Completed
TRN005778,EMP002339,Lean Manufacturing,Deloitte,2019-03-15,In Progress
TRN005779,EMP002339,Data Analytics,Udemy,2019-04-04,Completed
TRN005780,EMP002339,Quality Management,Coursera,2021-02-08,Failed
TRN005781,EMP002339,Health and Safety,Coursera,2022-12-09,Completed
TRN005782,EMP002339,Cybersecurity Awareness,,2020-11-04,Failed
TRN005783,EMP002340,Leadership Development,Geoflex Academy,2025-08-15,Completed
TRN005784,EMP002342,Health and Safety,Coursera,2022-05-19,Completed
TRN005785,EMP002342,Project Management,Coursera,2019-04-01,Completed
TRN005786,EMP002343,Customer Service,Coursera,2019-06-03,Failed
TRN005787,EMP002343,Health and Safety,Microsoft,2023-05-15,Completed
TRN005788,EMP002343,Quality Management,Udemy,2024-09-06,Failed
TRN005789,EMP002343,Risk Management,Udemy,2025-10-25,Completed
TRN005790,EMP002343,Leadership Development,Deloitte,2021-09-20,Completed
TRN005791,EMP002344,Cybersecurity Awareness,Deloitte,2021-04-26,Failed
TRN005792,EMP002344,Customer Service,KPMG,2021-02-09,In Progress
TRN005793,EMP002344,Customer Service,Coursera,2020-04-01,Completed
TRN005794,EMP002344,Cybersecurity Awareness,Microsoft,2025-12-05,Completed
TRN005795,EMP002344,Cybersecurity Awareness,Microsoft,2019-04-20,Failed
TRN005796,EMP002347,Cybersecurity Awareness,KPMG,2019-01-02,Completed
TRN005797,EMP002348,Quality Management,Coursera,2021-03-22,In Progress
TRN005798,EMP002349,Health and Safety,Coursera,2020-10-06,Completed
TRN005799,EMP002350,Health and Safety,Deloitte,2025-11-17,Completed
TRN005800,EMP002350,Data Analytics,Coursera,2020-09-08,Completed
TRN005801,EMP002350,Customer Service,Geoflex Academy,2024-01-12,Completed
TRN005802,EMP002351,Leadership Development,Deloitte,2019-05-06,Completed
TRN005803,EMP002352,Quality Management,,2019-06-12,Completed
TRN005804,EMP002352,Lean Manufacturing,Geoflex Academy,2025-09-09,In Progress
TRN005805,EMP002353,Leadership Development,KPMG,2020-11-11,Failed
TRN005806,EMP002353,Cybersecurity Awareness,Microsoft,2023-12-12,In Progress
TRN005807,EMP002353,Health and Safety,Geoflex Academy,2020-03-16,Completed
TRN005808,EMP002354,Lean Manufacturing,Geoflex Academy,2019-12-17,Completed
TRN005809,EMP002354,Project Management,KPMG,2022-05-16,Completed
TRN005810,EMP002355,Project Management,Geoflex Academy,2021-09-14,Completed
TRN005811,EMP002356,Customer Service,Geoflex Academy,2023-04-09,Completed
TRN005812,EMP002356,Compliance Training,Geoflex Academy,2020-12-02,Completed
TRN005813,EMP002356,Cybersecurity Awareness,Deloitte,2022-02-03,Completed
TRN005814,EMP002356,Leadership Development,KPMG,2024-01-01,Failed
TRN005815,EMP002357,Lean Manufacturing,Deloitte,2024-12-05,Failed
TRN005816,EMP002357,Risk Management,Udemy,2019-11-02,Completed
TRN005817,EMP002357,Project Management,Udemy,2019-08-07,Completed
TRN005818,EMP002357,Compliance Training,,2024-04-21,Completed
TRN005819,EMP002357,Quality Management,Geoflex Academy,2023-11-27,Completed
TRN005820,EMP002358,Quality Management,,2021-12-03,Completed
TRN005821,EMP002358,Health and Safety,Microsoft,2024-10-28,Failed
TRN005822,EMP002359,Project Management,Udemy,2021-04-02,Completed
TRN005823,EMP002359,Project Management,KPMG,2020-08-16,Failed
TRN005824,EMP002359,Data Analytics,Geoflex Academy,2019-08-27,Completed
TRN005825,EMP002360,Leadership Development,Coursera,2020-04-11,In Progress
TRN005826,EMP002360,Project Management,KPMG,2020-09-26,In Progress
TRN005827,EMP002360,Cybersecurity Awareness,Geoflex Academy,2021-11-10,Completed
TRN005828,EMP002362,Lean Manufacturing,Udemy,2020-09-01,Completed
TRN005829,EMP002362,Customer Service,KPMG,2024-10-23,In Progress
TRN005830,EMP002362,Risk Management,Deloitte,2025-10-18,In Progress
TRN005831,EMP002363,Compliance Training,Coursera,2024-10-01,Failed
TRN005832,EMP002363,Lean Manufacturing,Coursera,2019-09-09,Failed
TRN005833,EMP002363,Customer Service,Coursera,2021-05-28,Completed
TRN005834,EMP002364,Leadership Development,Geoflex Academy,2023-12-08,In Progress
TRN005835,EMP002364,Health and Safety,Coursera,2021-06-22,Completed
TRN005836,EMP002364,Data Analytics,Deloitte,2024-11-23,In Progress
TRN005837,EMP002364,Quality Management,Deloitte,2019-12-17,Failed
TRN005838,EMP002365,Customer Service,Udemy,2021-03-25,In Progress
TRN005839,EMP002365,Leadership Development,Coursera,2022-08-28,Completed
TRN005840,EMP002367,Cybersecurity Awareness,Coursera,2022-06-07,Completed
TRN005841,EMP002367,Cybersecurity Awareness,KPMG,2025-08-16,Failed
TRN005842,EMP002367,Health and Safety,Coursera,2021-02-28,In Progress
TRN005843,EMP002367,Quality Management,Udemy,2022-07-03,Completed
TRN005844,EMP002367,Project Management,Microsoft,2021-11-28,In Progress
TRN005845,EMP002368,Customer Service,Udemy,2019-09-07,Completed
TRN005846,EMP002368,Compliance Training,Deloitte,2020-01-19,In Progress
TRN005847,EMP002368,Project Management,Geoflex Academy,2019-06-04,Failed
TRN005848,EMP002369,Lean Manufacturing,Microsoft,2020-03-18,Failed
TRN005849,EMP002369,Cybersecurity Awareness,KPMG,2020-04-25,Completed
TRN005850,EMP002370,Risk Management,Microsoft,2020-06-02,Completed
TRN005851,EMP002370,Project Management,Coursera,2020-12-25,Completed
TRN005852,EMP002371,Lean Manufacturing,Geoflex Academy,2023-02-02,Completed
TRN005853,EMP002371,Leadership Development,Udemy,2021-01-06,In Progress
TRN005854,EMP002371,Project Management,Geoflex Academy,2019-01-15,Completed
TRN005855,EMP002371,Leadership Development,Microsoft,2021-09-13,In Progress
TRN005856,EMP002372,Compliance Training,KPMG,2024-08-06,Completed
TRN005857,EMP002372,Compliance Training,Microsoft,2023-07-20,In Progress
TRN005858,EMP002372,Leadership Development,KPMG,2024-09-01,In Progress
TRN005859,EMP002372,Compliance Training,Udemy,2019-10-05,In Progress
TRN005860,EMP002372,Project Management,Deloitte,2022-04-11,Completed
TRN005861,EMP002373,Project Management,Deloitte,2025-12-25,Completed
TRN005862,EMP002373,Risk Management,Geoflex Academy,2020-04-02,In Progress
TRN005863,EMP002374,Cybersecurity Awareness,Microsoft,2020-03-02,Failed
TRN005864,EMP002374,Cybersecurity Awareness,Coursera,2019-06-06,Completed
TRN005865,EMP002374,Project Management,Geoflex Academy,2019-10-13,Completed
TRN005866,EMP002374,Lean Manufacturing,Geoflex Academy,2021-11-14,Completed
TRN005867,EMP002374,Customer Service,Deloitte,2025-08-07,Completed
TRN005868,EMP002376,Lean Manufacturing,Microsoft,2020-09-28,In Progress
