LeaveID,EmployeeID,LeaveType,StartDate,EndDate,DurationDays,ApprovalStatus
LEV004273,EMP002110,Maternity Leave,2019-10-05,2019-10-16,11,Rejected
LEV004274,EMP002110,Paternity Leave,2020-10-01,2020-10-11,10,Rejected
LEV004275,EMP002111,Annual Leave,2021-01-15,2021-02-10,26,Approved
LEV004276,EMP002111,Maternity Leave,2022-07-20,2022-08-01,12,Approved
LEV004277,EMP002111,,2025-10-20,2025-11-04,15,Approved
LEV004278,EMP002112,Annual Leave,2020-06-12,2020-06-22,10,Approved
LEV004279,EMP002112,Paternity Leave,2025-02-15,2025-03-13,26,Pending
LEV004280,EMP002113,Paternity Leave,2025-03-15,2025-04-05,21,Pending
LEV004281,EMP002113,Paternity Leave,2021-08-29,2021-09-11,13,Rejected
LEV004282,EMP002113,Study Leave,2023-04-06,2023-04-07,1,Approved
LEV004283,EMP002114,Study Leave,2025-10-31,2025-11-15,15,Approved
LEV004284,EMP002115,Sick Leave,2023-04-14,2023-05-08,24,Approved
LEV004285,EMP002115,Compassionate Leave,2023-10-01,2023-10-31,30,Approved
LEV004286,EMP002115,Study Leave,2019-08-28,2019-08-29,1,Pending
LEV004287,EMP002116,Sick Leave,2020-12-26,2021-01-24,29,Pending
LEV004288,EMP002117,Study Leave,2024-05-09,2024-05-28,19,Rejected
LEV004289,EMP002117,Compassionate Leave,2021-03-17,2021-03-26,9,Approved
LEV004290,EMP002117,Study Leave,2024-06-27,2024-07-20,23,Rejected
LEV004291,EMP002117,Sick Leave,2021-11-26,2021-11-30,4,Pending
LEV004292,EMP002119,Sick Leave,2020-05-28,2020-06-20,23,Approved
LEV004293,EMP002119,Annual Leave,2021-10-14,2021-10-27,13,Rejected
LEV004294,EMP002119,Paternity Leave,2020-05-08,2020-05-22,14,Rejected
LEV004295,EMP002121,Annual Leave,2025-09-05,2025-09-25,20,Rejected
LEV004296,EMP002121,Compassionate Leave,2020-10-01,2020-10-13,12,Pending
LEV004297,EMP002121,Study Leave,2023-12-23,2023-12-30,7,Approved
LEV004298,EMP002122,Maternity Leave,2020-02-04,2020-02-20,16,Approved
LEV004299,EMP002122,Sick Leave,2020-08-20,2020-09-03,14,Approved
LEV004300,EMP002123,Compassionate Leave,2021-04-13,2021-05-05,22,Approved
LEV004301,EMP002123,Sick Leave,2020-04-15,2020-04-26,11,Approved
LEV004302,EMP002123,Compassionate Leave,2021-02-08,2021-03-03,23,Pending
LEV004303,EMP002124,Annual Leave,2025-04-23,2025-05-11,18,Approved
LEV004304,EMP002126,Study Leave,2021-05-02,2021-05-05,3,Approved
LEV004305,EMP002126,Study Leave,2024-07-10,2024-08-01,22,Approved
LEV004306,EMP002126,Compassionate Leave,2025-06-02,2025-06-25,23,Rejected
LEV004307,EMP002127,Study Leave,2025-12-13,2026-01-01,19,Approved
LEV004308,EMP002127,Sick Leave,2021-06-15,2021-06-18,3,Rejected
LEV004309,EMP002128,Annual Leave,2024-03-08,2024-04-05,28,Approved
LEV004310,EMP002128,Sick Leave,2023-07-27,2023-07-29,2,Approved
LEV004311,EMP002128,Annual Leave,2024-07-13,2024-07-19,6,Pending
LEV004312,EMP002131,Study Leave,2020-05-05,2020-05-25,20,Approved
LEV004313,EMP002132,Study Leave,2019-07-05,2019-07-21,16,Rejected
LEV004314,EMP002132,Paternity Leave,2025-04-26,2025-05-16,20,Approved
LEV004315,EMP002135,Paternity Leave,2024-12-30,2025-01-19,20,Approved
LEV004316,EMP002135,Maternity Leave,2024-08-05,2024-08-12,7,Pending
LEV004317,EMP002135,Study Leave,2022-03-02,2022-03-06,4,Pending
LEV004318,EMP002136,Study Leave,2024-04-06,2024-04-15,9,Pending
LEV004319,EMP002136,Compassionate Leave,2024-03-20,2024-04-08,19,Approved
LEV004320,EMP002137,Annual Leave,2020-07-29,2020-08-12,14,Rejected
LEV004321,EMP002137,Compassionate Leave,2025-02-26,2025-03-13,15,Approved
LEV004322,EMP002137,,2019-06-18,2019-07-11,23,Approved
LEV004323,EMP002137,Compassionate Leave,2022-07-31,2022-08-07,7,Approved
LEV004324,EMP002138,Annual Leave,2025-12-31,2026-01-18,18,Rejected
LEV004325,EMP002138,Study Leave,2021-08-19,2021-09-05,17,Rejected
LEV004326,EMP002138,Annual Leave,2020-09-02,2020-09-11,9,Approved
LEV004327,EMP002138,Paternity Leave,2020-05-18,2020-05-24,6,Approved
LEV004328,EMP002139,Paternity Leave,2024-01-27,2024-02-09,13,Approved
LEV004329,EMP002140,Study Leave,2021-07-21,2021-07-28,7,Pending
LEV004330,EMP002141,Paternity Leave,2022-09-09,2022-09-16,7,Approved
LEV004331,EMP002142,Compassionate Leave,2021-01-03,2021-01-05,2,Pending
LEV004332,EMP002142,Sick Leave,2020-11-11,2020-11-29,18,Approved
LEV004333,EMP002142,Compassionate Leave,2022-04-04,2022-04-06,2,Approved
LEV004334,EMP002143,Paternity Leave,2019-04-07,2019-05-01,24,Approved
LEV004335,EMP002144,Paternity Leave,2022-08-27,2022-09-11,15,Approved
LEV004336,EMP002144,Compassionate Leave,2021-07-10,2021-07-11,1,Approved
LEV004337,EMP002144,Compassionate Leave,2023-10-06,2023-11-05,30,Approved
LEV004338,EMP002144,Paternity Leave,2023-04-02,2023-04-26,24,Pending
LEV004339,EMP002148,Annual Leave,2025-10-17,2025-11-14,28,Pending
LEV004340,EMP002148,Study Leave,2022-12-05,2023-01-03,29,Approved
LEV004341,EMP002148,Study Leave,2024-11-30,2024-12-17,17,Rejected
LEV004342,EMP002148,Paternity Leave,2024-12-19,2025-01-18,30,Approved
LEV004343,EMP002149,Annual Leave,2023-11-11,2023-12-08,27,Rejected
LEV004344,EMP002150,Compassionate Leave,2025-05-19,2025-05-25,6,Approved
LEV004345,EMP002150,Paternity Leave,2020-01-08,2020-01-31,23,Pending
LEV004346,EMP002150,Paternity Leave,2025-10-22,2025-10-24,2,Pending
LEV004347,EMP002151,Annual Leave,2025-02-04,2025-02-17,13,Approved
LEV004348,EMP002151,Study Leave,2025-12-16,2025-12-29,13,Approved
LEV004349,EMP002152,Annual Leave,2021-03-05,2021-03-31,26,Pending
LEV004350,EMP002153,Paternity Leave,2023-11-26,2023-12-11,15,Pending
LEV004351,EMP002154,Maternity Leave,2020-07-05,2020-07-27,22,Approved
LEV004352,EMP002154,Maternity Leave,2021-10-18,2021-10-28,10,Approved
LEV004353,EMP002155,Maternity Leave,2023-11-01,2023-11-04,3,Approved
LEV004354,EMP002155,Compassionate Leave,2023-09-21,2023-10-06,15,Pending
LEV004355,EMP002155,Annual Leave,2024-11-10,2024-11-24,14,Pending
LEV004356,EMP002155,Paternity Leave,2023-12-05,2023-12-30,25,Rejected
LEV004357,EMP002157,Sick Leave,2024-11-28,2024-12-02,4,Approved
LEV004358,EMP002157,Study Leave,2025-06-06,2025-06-14,8,Pending
LEV004359,EMP002157,Maternity Leave,2020-09-05,2020-09-27,22,Pending
LEV004360,EMP002158,Compassionate Leave,2025-07-28,2025-08-23,26,Approved
LEV004361,EMP002158,Compassionate Leave,2021-03-03,2021-03-17,14,Pending
LEV004362,EMP002159,Sick Leave,2022-10-31,2022-11-30,30,Pending
LEV004363,EMP002159,Sick Leave,2025-08-21,2025-08-28,7,Approved
LEV004364,EMP002159,Vacation,2020-04-16,2020-04-30,14,Approved
LEV004365,EMP002159,Annual Leave,2024-03-11,2024-03-17,6,Rejected
LEV004366,EMP002162,Sick Leave,2020-04-14,2020-05-08,24,Rejected
LEV004367,EMP002163,Paternity Leave,2020-01-20,2020-02-13,24,Approved
LEV004368,EMP002163,Maternity Leave,2020-12-19,2021-01-11,23,Pending
LEV004369,EMP002163,Maternity Leave,2020-09-03,2020-09-13,10,Rejected
LEV004370,EMP002163,Study Leave,2024-03-24,2024-03-30,6,Approved
LEV004371,EMP002164,Maternity Leave,2020-09-10,2020-10-04,24,Pending
LEV004372,EMP002165,Maternity Leave,2022-07-11,2022-08-06,26,Approved
LEV004373,EMP002165,Compassionate Leave,2021-08-10,2021-08-14,4,Approved
LEV004374,EMP002166,Study Leave,2019-12-10,2020-01-06,27,Pending
LEV004375,EMP002166,Annual Leave,2019-08-13,2019-09-11,29,Approved
LEV004376,EMP002166,Study Leave,2019-08-30,2019-09-29,30,Approved
LEV004377,EMP002166,Sick Leave,2024-12-23,2025-01-22,30,Approved
LEV004378,EMP002167,Compassionate Leave,2019-05-20,2019-06-17,28,Approved
LEV004379,EMP002167,Annual Leave,2025-07-07,2025-07-22,15,Pending
LEV004380,EMP002167,Compassionate Leave,2019-12-19,2020-01-10,22,Approved
LEV004381,EMP002168,Maternity Leave,2021-01-05,2021-01-23,18,Approved
LEV004382,EMP002168,Annual Leave,2025-01-09,2025-02-07,29,Approved
LEV004383,EMP002168,Sick Leave,2019-09-20,2019-10-16,26,Approved
LEV004384,EMP002169,Compassionate Leave,2023-07-04,2023-07-21,17,Rejected
LEV004385,EMP002170,Paternity Leave,2021-05-23,2021-05-27,4,Approved
LEV004386,EMP002171,Study Leave,2022-01-15,2022-01-25,10,Rejected
LEV004387,EMP002171,Paternity Leave,2021-04-01,2021-04-21,20,Approved
LEV004388,EMP002172,Sick Leave,2024-01-01,2024-01-14,13,Rejected
LEV004389,EMP002172,Maternity Leave,2025-03-31,2025-04-18,18,Rejected
LEV004390,EMP002172,Annual Leave,2023-09-16,2023-09-23,7,Approved
LEV004391,EMP002173,Study Leave,2021-05-20,2021-05-31,11,Pending
LEV004392,EMP002175,Annual Leave,2025-01-03,2025-01-09,6,Pending
LEV004393,EMP002177,Paternity Leave,2021-05-24,2021-06-04,11,Approved
LEV004394,EMP002178,Study Leave,2020-10-30,2020-11-29,30,Pending
LEV004395,EMP002178,Annual Leave,2021-07-30,2021-08-03,4,Pending
LEV004396,EMP002179,Maternity Leave,2025-06-01,2025-06-29,28,Pending
LEV004397,EMP002179,Study Leave,2022-03-14,2022-03-26,12,Approved
LEV004398,EMP002179,Maternity Leave,2024-03-14,2024-04-04,21,Approved
LEV004399,EMP002182,Compassionate Leave,2023-08-17,2023-08-19,2,Approved
LEV004400,EMP002182,Maternity Leave,2025-12-07,2025-12-17,10,Rejected
LEV004401,EMP002182,Maternity Leave,2020-01-19,2020-01-29,10,Approved
LEV004402,EMP002183,Maternity Leave,2020-07-21,2020-08-04,14,Approved
LEV004403,EMP002184,Sick Leave,2020-01-19,2020-01-28,9,Approved
LEV004404,EMP002184,Study Leave,2020-04-07,2020-04-10,3,Approved
LEV004405,EMP002184,Sick Leave,2025-02-21,2025-02-28,7,Approved
LEV004406,EMP002184,Maternity Leave,2024-01-08,2024-01-14,6,Rejected
LEV004407,EMP002185,Maternity Leave,2023-11-07,2023-12-07,30,Rejected
LEV004408,EMP002185,Annual Leave,2024-01-19,2024-01-22,3,Approved
LEV004409,EMP002185,Maternity Leave,2020-11-03,2020-11-17,14,Pending
LEV004410,EMP002187,Study Leave,2025-01-31,2025-02-20,20,Approved
LEV004411,EMP002187,Compassionate Leave,2022-07-08,2022-07-28,20,Approved
LEV004412,EMP002188,Study Leave,2022-03-08,2022-03-17,9,Rejected
LEV004413,EMP002188,Paternity Leave,2019-03-06,2019-03-16,-5,Rejected
LEV004414,EMP002188,Annual Leave,2019-04-04,2019-04-16,12,Rejected
LEV004415,EMP002189,Sick Leave,2021-11-29,2021-12-13,14,Rejected
LEV004416,EMP002189,Maternity Leave,2024-07-23,2024-08-22,30,Approved
LEV004417,EMP002190,Compassionate Leave,2019-01-27,2019-02-15,19,Approved
LEV004418,EMP002190,Sick Leave,2025-01-06,2025-01-29,23,Rejected
LEV004419,EMP002190,Sick Leave,2023-03-01,2023-03-05,4,Approved
LEV004420,EMP002190,Sick Leave,2020-07-07,2020-07-22,15,Approved
LEV004421,EMP002191,Maternity Leave,2023-07-29,2023-08-09,11,Rejected
LEV004422,EMP002191,Maternity Leave,2020-08-05,2020-08-07,2,Pending
LEV004423,EMP002191,,2020-01-09,2020-01-26,17,Approved
LEV004424,EMP002192,Compassionate Leave,2019-12-19,2020-01-03,15,Rejected
LEV004425,EMP002192,Study Leave,2021-03-22,2021-04-15,24,Rejected
LEV004426,EMP002193,Paternity Leave,2019-08-21,2019-08-25,4,Approved
LEV004427,EMP002193,Sick Leave,2020-12-10,2020-12-11,1,Approved
LEV004428,EMP002194,Study Leave,2019-05-09,2019-06-08,30,Approved
LEV004429,EMP002196,Paternity Leave,2021-05-13,2021-05-21,8,Approved
LEV004430,EMP002196,Compassionate Leave,2023-09-30,2023-10-16,16,Approved
LEV004431,EMP002196,Paternity Leave,2025-07-07,2025-07-29,22,Approved
LEV004432,EMP002196,Compassionate Leave,2022-10-17,2022-11-09,23,Approved
LEV004433,EMP002197,Sick Leave,2023-04-03,2023-04-29,26,Approved
LEV004434,EMP002197,Annual Leave,2025-01-19,2025-01-24,5,Approved
LEV004435,EMP002198,Compassionate Leave,2025-12-10,2026-01-01,22,Approved
LEV004436,EMP002199,Annual Leave,2022-03-05,2022-03-14,9,Pending
LEV004437,EMP002199,Annual Leave,2020-11-09,2020-11-17,8,Approved
LEV004438,EMP002200,Study Leave,2025-04-15,2025-05-14,29,Pending
LEV004439,EMP002200,Annual Leave,2020-05-14,2020-06-10,27,Pending
LEV004440,EMP002200,Annual Leave,2025-11-10,2025-11-26,16,Pending
LEV004441,EMP002201,Compassionate Leave,2019-10-10,2019-11-03,24,Approved
LEV004442,EMP002201,Compassionate Leave,2022-06-15,2022-07-01,16,Pending
LEV004443,EMP002202,Sick Leave,2024-09-30,2024-10-18,18,Approved
LEV004444,EMP002202,Sick Leave,2023-08-12,2023-09-02,21,Pending
LEV004445,EMP002203,Annual Leave,2025-10-28,2025-11-22,25,Rejected
LEV004446,EMP002203,Study Leave,2025-07-11,2025-07-29,18,Rejected
LEV004447,EMP002203,Leave,2020-01-05,2020-01-31,26,Approved
LEV004448,EMP002204,Annual Leave,2022-09-12,2022-09-22,10,Pending
LEV004449,EMP002204,Paternity Leave,2021-04-18,2021-05-05,17,Approved
LEV004450,EMP002204,Study Leave,2024-01-29,2024-02-26,28,Approved
LEV004451,EMP002204,Paternity Leave,2019-09-08,2019-09-15,7,Rejected
LEV004452,EMP002205,Study Leave,2020-12-10,2021-01-05,26,Approved
LEV004453,EMP002205,Study Leave,2023-09-06,2023-10-02,26,Rejected
LEV004454,EMP002205,Maternity Leave,2023-01-05,2023-01-29,24,Approved
LEV004455,EMP002207,Maternity Leave,2019-05-07,2019-05-28,21,Approved
LEV004456,EMP002207,Sick Leave,2023-05-30,2023-06-03,4,Approved
LEV004457,EMP002207,Paternity Leave,2022-11-26,2022-12-10,14,Rejected
LEV004458,EMP002208,Paternity Leave,2019-07-19,2019-08-13,25,Approved
LEV004459,EMP002209,Compassionate Leave,2023-05-21,2023-06-09,19,Approved
LEV004460,EMP002209,Study Leave,2024-04-17,2024-05-04,17,Pending
LEV004461,EMP002209,Sick Leave,2021-07-27,2021-08-07,11,Approved
LEV004462,EMP002210,Paternity Leave,2020-02-13,2020-02-24,11,Approved
LEV004463,EMP002210,Paternity Leave,2025-03-13,2025-04-07,25,Pending
LEV004464,EMP002210,Annual Leave,2020-03-03,2020-03-13,10,Approved
LEV004465,EMP002210,Sick Leave,2022-08-25,2022-09-10,16,Approved
LEV004466,EMP002211,Sick Leave,2024-03-24,2024-04-16,23,Approved
LEV004467,EMP002212,Compassionate Leave,2023-07-10,2023-08-04,25,Approved
LEV004468,EMP002213,Maternity Leave,2022-06-10,2022-07-10,30,Approved
LEV004469,EMP002213,Sick Leave,2020-06-27,2020-06-29,2,Pending
LEV004470,EMP002213,Sick Leave,2023-05-04,2023-05-09,5,Approved
LEV004471,EMP002214,Compassionate Leave,2020-11-07,2020-12-05,28,Rejected
LEV004472,EMP002214,Sick Leave,2022-09-07,2022-09-14,7,Rejected
LEV004473,EMP002214,Annual Leave,2024-12-16,2024-12-23,7,Approved
LEV004474,EMP002216,Study Leave,2022-07-06,2022-08-05,30,Pending
LEV004475,EMP002216,Compassionate Leave,2023-10-26,2023-11-13,18,Pending
LEV004476,EMP002216,Compassionate Leave,2023-10-29,2023-11-12,14,Approved
LEV004477,EMP002217,Sick Leave,2019-03-21,2019-03-27,6,Approved
LEV004478,EMP002217,Paternity Leave,2022-12-22,2022-12-28,6,Approved
LEV004479,EMP002218,Annual Leave,2025-09-19,2025-10-14,25,Rejected
LEV004480,EMP002219,Compassionate Leave,2019-01-20,2019-01-30,10,Rejected
LEV004481,EMP002219,Annual Leave,2025-12-08,2025-12-21,13,Approved
LEV004482,EMP002220,Study Leave,2025-01-29,2025-02-13,15,Approved
LEV004483,EMP002220,Compassionate Leave,2019-01-31,2019-03-01,29,Approved
LEV004484,EMP002220,Study Leave,2022-08-20,2022-08-22,2,Approved
LEV004485,EMP002220,Study Leave,2025-05-06,2025-05-25,19,Approved
LEV004486,EMP002221,Maternity Leave,2022-11-29,2022-12-26,27,Approved
LEV004487,EMP002222,Sick Leave,2022-11-01,2022-11-25,24,Pending
LEV004488,EMP002223,Study Leave,2024-08-13,2024-09-07,25,Rejected
LEV004489,EMP002224,Compassionate Leave,2025-07-10,2025-07-24,14,Approved
LEV004490,EMP002224,Sick Leave,2020-06-23,2020-07-01,8,Approved
LEV004491,EMP002224,Compassionate Leave,2025-09-04,2025-09-27,23,Approved
LEV004492,EMP002224,Sick Leave,2019-12-26,2020-01-01,6,Approved
LEV004493,EMP002225,Study Leave,2023-08-17,2023-07-29,19,Approved
LEV004494,EMP002225,Sick Leave,2020-03-12,2020-04-10,29,Approved
LEV004495,EMP002225,Annual Leave,2021-01-22,2021-02-13,22,Approved
LEV004496,EMP002225,Sick Leave,2024-08-02,2024-08-27,25,Pending
LEV004497,EMP002227,Sick Leave,2023-12-10,2024-01-07,28,Rejected
LEV004498,EMP002227,Sick Leave,2024-08-22,2024-08-29,7,Approved
LEV004499,EMP002227,Paternity Leave,2025-03-23,2025-04-13,21,Pending
LEV004500,EMP002227,Annual Leave,2020-11-18,2020-12-16,28,Pending
LEV004501,EMP002228,Sick Leave,2022-01-02,2022-01-31,29,Rejected
LEV004502,EMP002228,Study Leave,2019-05-17,2019-05-28,11,Pending
LEV004503,EMP002229,Maternity Leave,2021-09-01,2021-09-23,22,Approved
LEV004504,EMP002229,Maternity Leave,2019-02-04,2019-03-04,28,Rejected
LEV004505,EMP002229,Sick Leave,2024-09-14,2024-10-06,22,Pending
LEV004506,EMP002229,Annual Leave,2022-03-16,2022-03-24,8,Approved
LEV004507,EMP002230,Compassionate Leave,2024-06-19,2024-07-17,28,Approved
LEV004508,EMP002230,Study Leave,2023-02-03,2023-02-14,11,Approved
LEV004509,EMP002230,Sick Leave,2022-03-11,2022-03-20,9,Approved
LEV004510,EMP002230,Maternity Leave,2021-02-26,2021-03-01,3,Approved
LEV004511,EMP002232,Maternity Leave,2019-12-03,2019-12-17,14,Approved
LEV004512,EMP002234,Maternity Leave,2023-07-12,2023-07-20,8,Rejected
LEV004513,EMP002235,Annual Leave,2024-05-17,2024-06-04,18,Rejected
LEV004514,EMP002235,Study Leave,2024-11-24,2024-11-25,1,Rejected
LEV004515,EMP002236,Annual Leave,2021-10-27,2021-10-30,3,Pending
LEV004516,EMP002236,Study Leave,2022-03-03,2022-03-30,27,Rejected
LEV004517,EMP002240,Paternity Leave,2022-06-04,2022-06-07,3,Approved
LEV004518,EMP002240,Annual Leave,2023-10-15,2023-10-30,15,Approved
LEV004519,EMP002240,Maternity Leave,2025-01-04,2025-01-23,19,Approved
LEV004520,EMP002240,Maternity Leave,2023-06-10,2023-06-29,19,Approved
LEV004521,EMP002241,UNKNOWN,2022-12-02,2022-12-08,6,Approved
LEV004522,EMP002241,Study Leave,2020-08-08,2020-08-25,17,Approved
LEV004523,EMP002243,Paternity Leave,2019-12-03,2019-12-27,24,Approved
LEV004524,EMP002244,Sick Leave,2025-02-01,2025-02-16,15,Rejected
LEV004525,EMP002244,Compassionate Leave,2021-07-03,2021-08-02,30,Approved
LEV004526,EMP002244,Paternity Leave,2022-08-21,2022-08-27,6,Approved
LEV004527,EMP002245,Compassionate Leave,2023-11-17,2023-11-30,13,Pending
LEV004528,EMP002246,Paternity Leave,2023-09-03,2023-09-26,23,Pending
LEV004529,EMP002246,Annual Leave,2019-03-02,2019-03-29,27,Rejected
LEV004530,EMP002246,Study Leave,2025-05-28,2025-06-16,19,Approved
LEV004531,EMP002247,Paternity Leave,2021-06-10,2021-07-06,26,Approved
LEV004532,EMP002248,Maternity Leave,2019-04-19,2019-04-24,5,Approved
LEV004533,EMP002248,Study Leave,2020-07-16,2020-08-14,29,Approved
LEV004534,EMP002249,Sick Leave,2022-09-12,2022-09-20,8,Approved
LEV004535,EMP002249,Compassionate Leave,2019-11-09,2019-11-10,1,Pending
LEV004536,EMP002250,Annual Leave,2024-11-08,2024-11-16,8,Approved
LEV004537,EMP002251,Compassionate Leave,2019-09-08,2019-09-09,1,Rejected
LEV004538,EMP002251,Annual Leave,2020-11-09,2020-11-24,15,Pending
LEV004539,EMP002251,Study Leave,2024-09-13,2024-10-01,18,Approved
LEV004540,EMP002251,Paternity Leave,2021-02-22,2021-03-14,20,Approved
LEV004541,EMP002254,Annual Leave,2023-01-24,2023-02-02,9,Pending
LEV004542,EMP002255,Sick Leave,2024-11-25,2024-12-13,18,Approved
LEV004543,EMP002255,Paternity Leave,2025-08-13,2025-08-17,4,Approved
LEV004544,EMP002255,Compassionate Leave,2024-06-21,2024-07-04,13,Approved
LEV004545,EMP002255,Maternity Leave,2024-07-10,2024-07-15,5,Approved
LEV004546,EMP002256,Maternity Leave,2025-03-28,2025-04-27,30,Rejected
LEV004547,EMP002256,Paternity Leave,2019-02-05,2019-02-25,20,Approved
LEV004548,EMP002256,,2025-01-21,2025-01-31,10,Approved
LEV004549,EMP002258,Compassionate Leave,2020-03-09,2020-03-12,3,Approved
LEV004550,EMP002260,Sick Leave,2020-09-21,2020-10-08,17,Rejected
LEV004551,EMP002260,Compassionate Leave,2021-11-16,2021-12-08,22,Approved
LEV004552,EMP002261,Paternity Leave,2019-01-10,2019-02-01,22,Approved
LEV004553,EMP002262,Study Leave,2023-05-25,2023-06-08,14,Approved
LEV004554,EMP002262,Paternity Leave,2024-09-27,2024-10-24,27,Approved
LEV004555,EMP002262,Study Leave,2021-12-26,2022-01-08,13,Approved
LEV004556,EMP002262,Annual Leave,2020-02-01,2020-03-01,29,Approved
LEV004557,EMP002264,Maternity Leave,2020-05-14,2020-06-01,18,Pending
LEV004558,EMP002264,Sick Leave,2022-02-05,2022-02-28,23,Approved
LEV004559,EMP002264,Paternity Leave,2019-09-27,2019-09-29,2,Approved
LEV004560,EMP002265,Annual Leave,2019-04-14,2019-05-04,20,Approved
LEV004561,EMP002265,Study Leave,2020-07-18,2020-07-19,1,Approved
LEV004562,EMP002265,Annual Leave,2025-12-01,2025-12-08,7,Approved
LEV004563,EMP002267,Study Leave,2025-02-09,2025-03-10,29,Approved
LEV004564,EMP002267,Study Leave,2025-06-19,2025-07-11,22,Approved
LEV004565,EMP002267,Paternity Leave,2019-01-28,2019-02-20,23,Approved
LEV004566,EMP002267,Maternity Leave,2020-06-02,2020-06-12,10,Approved
LEV004567,EMP002268,Paternity Leave,2021-08-06,2021-09-01,26,Approved
LEV004568,EMP002268,Compassionate Leave,2021-08-09,2021-09-06,28,Rejected
LEV004569,EMP002269,Compassionate Leave,2021-03-20,2021-04-17,28,Approved
LEV004570,EMP002269,Study Leave,2023-10-18,2023-11-10,23,Approved
LEV004571,EMP002269,Study Leave,2020-04-28,2020-05-09,11,Pending
LEV004572,EMP002269,Maternity Leave,2023-12-02,2023-12-26,24,Approved
LEV004573,EMP002270,Sick Leave,2022-02-12,2022-02-13,1,Rejected
LEV004574,EMP002270,Annual Leave,2020-04-17,2020-05-02,15,Approved
LEV004575,EMP002270,Annual Leave,2020-09-21,2020-10-13,22,Approved
LEV004576,EMP002270,Maternity Leave,2025-04-14,2025-05-06,22,Approved
LEV004577,EMP002271,Paternity Leave,2025-07-27,2025-07-28,1,Approved
LEV004578,EMP002271,Sick Leave,2022-01-29,2022-02-09,11,Approved
LEV004579,EMP002273,Paternity Leave,2021-07-29,2021-08-14,16,Pending
LEV004580,EMP002273,Maternity Leave,2019-08-29,2019-08-31,2,Pending
LEV004581,EMP002273,Compassionate Leave,2019-03-17,2019-03-30,13,Pending
LEV004582,EMP002276,Sick Leave,2019-09-15,2019-09-26,11,Approved
LEV004583,EMP002276,Compassionate Leave,2023-11-27,2023-11-29,2,Approved
LEV004584,EMP002277,Study Leave,2025-09-18,2025-10-03,15,Approved
LEV004585,EMP002278,Study Leave,2020-01-25,2020-02-19,25,Approved
LEV004586,EMP002278,Study Leave,2020-09-18,2020-09-23,5,Approved
LEV004587,EMP002278,,2024-01-02,2024-01-03,1,Approved
LEV004588,EMP002279,Annual Leave,2020-11-16,2020-11-27,11,Approved
LEV004589,EMP002280,Maternity Leave,2022-03-18,2022-03-26,8,Approved
LEV004590,EMP002280,Study Leave,2022-01-21,2022-02-19,29,Approved
LEV004591,EMP002281,Paternity Leave,2024-04-01,2024-04-07,6,Approved
LEV004592,EMP002281,Sick Leave,2019-10-15,2019-10-30,15,Pending
LEV004593,EMP002281,Paternity Leave,2022-01-01,2022-01-08,7,Rejected
LEV004594,EMP002281,Sick Leave,2020-08-07,2020-08-16,9,Approved
LEV004595,EMP002282,Compassionate Leave,2021-08-19,2021-09-05,17,Rejected
LEV004596,EMP002282,Sick Leave,2024-11-05,2024-11-15,10,Rejected
LEV004597,EMP002282,Paternity Leave,2024-03-31,2024-04-17,17,Pending
LEV004598,EMP002282,Maternity Leave,2025-07-04,2025-07-19,15,Approved
LEV004599,EMP002283,Paternity Leave,2022-02-19,2022-03-18,27,Approved
LEV004600,EMP002283,Compassionate Leave,2024-01-25,2024-02-07,13,Rejected
LEV004601,EMP002283,Study Leave,2022-11-01,2022-11-18,17,Approved
LEV004602,EMP002285,Annual Leave,2025-01-19,2025-01-21,2,Rejected
LEV004603,EMP002285,Annual Leave,2025-11-02,2025-11-20,18,Rejected
LEV004604,EMP002285,Compassionate Leave,2022-05-06,2022-05-29,23,Pending
LEV004605,EMP002285,Paternity Leave,2021-05-09,2021-05-30,21,Rejected
LEV004606,EMP002286,Study Leave,2022-06-15,2022-06-25,10,Approved
LEV004607,EMP002286,Sick Leave,2025-05-12,2025-05-23,11,Rejected
LEV004608,EMP002286,Maternity Leave,2023-09-12,2023-09-28,16,Approved
LEV004609,EMP002286,Compassionate Leave,2020-12-14,2020-12-30,16,Approved
LEV004610,EMP002288,Sick Leave,2025-04-24,2025-04-28,4,Pending
LEV004611,EMP002288,Annual Leave,2021-03-28,2021-04-26,29,Approved
LEV004612,EMP002288,Paternity Leave,2019-09-13,2019-10-01,18,Approved
LEV004613,EMP002289,Compassionate Leave,2022-06-22,2022-07-21,29,Rejected
LEV004614,EMP002289,Sick Leave,2019-10-15,2019-11-08,24,Approved
LEV004615,EMP002289,Sick Leave,2022-04-27,2022-05-27,30,Pending
LEV004616,EMP002290,Maternity Leave,2025-04-17,2025-04-28,11,Pending
LEV004617,EMP002290,Compassionate Leave,2024-09-23,2024-10-07,14,Approved
LEV004618,EMP002290,Sick Leave,2024-04-24,2024-05-02,8,Pending
LEV004619,EMP002290,Annual Leave,2019-09-17,2019-09-21,4,Approved
LEV004620,EMP002291,Sick Leave,2020-12-29,2021-01-03,5,Approved
LEV004621,EMP002291,Sick Leave,2019-07-28,2019-08-06,9,Approved
LEV004622,EMP002293,Sick Leave,2023-06-27,2023-07-25,28,Approved
LEV004623,EMP002294,Paternity Leave,2020-02-04,2020-02-14,10,Approved
LEV004624,EMP002294,Annual Leave,2019-02-06,2019-02-18,12,Rejected
